# mode, frequency, amplitude, absolute d.r., relative d.r.
4.900000000000000000e+01,1.194626031064593086e+00,1.470888094140581748e+00,-1.888877479670690640e+00,2.516471096119090034e-01
1.500000000000000000e+01,1.890570227697761041e+01,1.288830569762670297e+00,-1.318916572191180192e+00,1.110310999902209758e-02
3.300000000000000000e+01,1.089312487833654686e+01,1.095585672436350633e+00,1.044454122429989539e-03,1.526008728202746085e-05
