# mode, frequency, amplitude, absolute d.r., relative d.r.
3.700000000000000000e+01,3.456663196297799612e+00,3.097892676617877594e+00,-1.587504124947924922e+00,7.309336036407665382e-02
3.900000000000000000e+01,2.782047192489174314e+00,2.594710120888811478e+00,-1.627851875986511043e+00,9.312590864170842975e-02
3.300000000000000000e+01,4.535349149262317248e+00,1.311194184141294850e+00,-1.701391306169378836e+00,5.970540031178782348e-02
