# mode, frequency, amplitude, absolute d.r., relative d.r.
1.000000000000000000e+00,8.860381196289890404e-02,5.626235652147265620e-02,-6.170961618114177982e-01,1.108461389408938569e+00
3.000000000000000000e+00,9.473333885785893971e-01,6.161572769419461446e-04,-3.376398452923984328e-01,5.672453965092150163e-02
