# mode, frequency, amplitude, absolute d.r., relative d.r.
3.300000000000000000e+01,8.361830873422825050e+00,3.523613398368073746e+00,-1.450951595968960062e+00,2.761669330331809058e-02
4.600000000000000000e+01,2.277531139648676373e+00,2.598986738976433841e+00,-1.106569684343831517e+00,7.732760798437475491e-02
2.500000000000000000e+01,1.091223866182767566e+01,2.398271483649906166e+00,-1.819572638889624727e+00,2.653845730180761850e-02
