# mode, frequency, amplitude, absolute d.r., relative d.r.
5.400000000000000000e+01,1.560604097028803139e+01,1.039541357106788766e+01,-5.607439059081597010e-01,5.718629382291896303e-03
5.600000000000000000e+01,1.432988216453812846e+01,2.653561449389405524e+00,-1.075293052027396445e+00,1.194275029881564781e-02
5.200000000000000000e+01,1.686447577075436399e+01,2.590331502990707691e+00,-1.497782338293083049e+00,1.413500579890356219e-02
