# mode, frequency, amplitude, absolute d.r., relative d.r.
1.500000000000000000e+01,5.193346272736817149e+00,2.394292223448247547e+00,-6.091296472463420680e-02,1.866734649526628764e-03
9.000000000000000000e+00,1.039470861389253109e+01,1.562515663893575546e+00,5.055753281466705482e-03,7.740939700061280767e-05
5.000000000000000000e+00,1.556743796153157433e+01,5.352863277977212286e-01,-6.155083964014110287e-02,6.292699161154234394e-04
