# mode, frequency, amplitude, absolute d.r., relative d.r.
2.700000000000000000e+01,1.856386912908967446e+01,3.556248904700436864e+00,-1.988925634898962569e+00,1.705179798646204101e-02
4.300000000000000000e+01,1.033234037961761054e+01,1.621418600720951675e+00,-1.706715467362117433e+00,2.628951361473906220e-02
3.900000000000000000e+01,1.276886000972753799e+01,1.494737330522327268e+00,-1.434619217927281865e+00,1.788152895511523413e-02
