# mode, frequency, amplitude, absolute d.r., relative d.r.
3.300000000000000000e+01,6.890288453406347990e-01,2.923556560338809618e+00,-1.064199852220282683e+00,2.458136086230030826e-01
2.500000000000000000e+01,4.333088426923109360e+00,2.119794677764399449e+00,-1.258066347399842577e+00,4.620895264499147448e-02
3.100000000000000000e+01,1.582489293230183502e+00,1.704314340698122709e+00,-1.104557547141091334e+00,1.110881408860143471e-01
