# mode, frequency, amplitude, absolute d.r., relative d.r.
4.300000000000000000e+01,5.774412237435855300e-01,5.177947702401659136e+00,-1.449538579137210847e+00,3.995233117865051864e-01
3.900000000000000000e+01,1.775193313062302325e+00,2.994786001011339405e+00,-1.816129710297167632e+00,1.628250954771942038e-01
3.300000000000000000e+01,6.754980210407357966e+00,2.724226285138706682e+00,-1.583428400668997149e+00,3.730735681657425251e-02
