# mode, frequency, amplitude, absolute d.r., relative d.r.
1.000000000000000000e+00,7.218727119194443098e+00,6.169324518771073657e-02,4.453076787711419127e-01,9.817924559685253447e-03
3.000000000000000000e+00,4.488633641303890975e+00,2.729164393343343903e-02,-7.622979787297251564e-01,2.702904739370828174e-02
