# mode, frequency, amplitude, absolute d.r., relative d.r.
5.800000000000000000e+01,3.630680266070455797e+00,1.189316548660054984e+00,-2.243861893999412049e-01,9.836220373987037205e-03
4.900000000000000000e+01,7.259116607062539472e+00,1.910464121685605532e-01,3.317813094520023487e-01,7.274250887968002413e-03
4.100000000000000000e+01,1.083332289799027670e+01,7.285383997791883282e-02,4.663742234038453782e-01,6.851615490860680363e-03
