# mode, frequency, amplitude, absolute d.r., relative d.r.
4.100000000000000000e+01,6.599130456463392136e+00,2.892648439043064901e+00,-1.718572207872693269e+00,4.144777311916878620e-02
2.700000000000000000e+01,1.372916001977653444e+01,2.777018097594266433e+00,-1.517912448479346033e+00,1.759636197758746717e-02
3.100000000000000000e+01,1.158285584280529079e+01,2.288638439306694305e+00,-5.658786761650811403e-01,7.775490753250888232e-03
