# mode, frequency, amplitude, absolute d.r., relative d.r.
5.400000000000000000e+01,2.740233864921199025e+00,2.006081505483427119e+00,-1.614183461504016481e+00,9.375304795853188489e-02
5.000000000000000000e+01,3.644205236902888334e+00,1.813563865087267635e+00,-1.540569402136442889e+00,6.728195027086908420e-02
5.600000000000000000e+01,1.919986404996268492e+00,1.492270404473011070e+00,-1.523441828555783806e+00,1.262838616443640871e-01
