# mode, frequency, amplitude, absolute d.r., relative d.r.
7.700000000000000000e+01,4.173031605524171184e+00,3.106259541267388791e+00,-1.335065514123921160e+00,5.091796468616847232e-02
8.300000000000000000e+01,7.451937318896725282e-01,2.780545021015934370e+00,-1.206563799023119277e+00,2.576921739308136172e-01
5.700000000000000000e+01,1.544730442923025748e+01,2.730450154761212112e+00,7.508212616678885398e-01,7.735777832332940522e-03
