# mode, frequency, amplitude, absolute d.r., relative d.r.
2.900000000000000000e+01,2.707176137141677597e+00,1.385530750172937031e+00,-7.519533858897800016e-01,4.420735566375257747e-02
2.100000000000000000e+01,6.733073682266984328e+00,1.254202672011066166e+00,-1.999625137355195426e-01,4.726670759285923722e-03
2.500000000000000000e+01,4.696568379347205280e+00,1.170724742186526113e+00,-1.655258877734704814e+00,5.609257892351574015e-02
