# mode, frequency, amplitude, absolute d.r., relative d.r.
2.700000000000000000e+01,5.207967219268313741e+00,1.881688824271081417e+00,-6.262262934405958548e-02,1.913741118155293762e-03
1.700000000000000000e+01,1.039230709387715912e+01,1.569857537473446696e+00,-2.862814083637597873e-02,4.384310513999944807e-04
1.100000000000000000e+01,1.557460612125860777e+01,6.860704718300930649e-01,-9.564370601343386014e-02,9.773710146601065612e-04
