# mode, frequency, amplitude, absolute d.r., relative d.r.
3.900000000000000000e+01,2.837370492097679886e+00,2.361761579189517679e+00,-1.769692146161612856e+00,9.926629377339322990e-02
4.100000000000000000e+01,9.740934980585497227e-01,2.270934906229555406e+00,-1.842935169393022488e+00,3.011130272313643497e-01
3.700000000000000000e+01,3.901467124578307466e+00,2.143632254656226532e+00,-1.180329132883153997e+00,4.814989079115436499e-02
