# mode, frequency, amplitude, absolute d.r., relative d.r.
7.700000000000000000e+01,9.700663813935817004e+00,2.997649523839390984e+00,-3.486368482277962255e-01,5.719946470026157810e-03
7.300000000000000000e+01,1.181450423797385874e+01,2.678740153053839279e+00,-1.692422343953960739e+00,2.279887301353564558e-02
7.100000000000000000e+01,1.314037846249814301e+01,2.580621070240108672e+00,-1.897483158560246741e+00,2.298212528507898381e-02
